Company,VAN,Qté,Article
BIFA,BIFA LIV04,18,BRAVA MINI CHOCOLAT CACAHUETE
BIFA,BIFA LIV04,3360,BRINO JUNIOR
BIFA,BIFA LIV04,300,DAILY ORG 20CL
BIFA,BIFA LIV04,24,CHAMIA 720 G
BIFA,BIFA LIV04,36,DADEY GM BLANC
BIFA,BIFA LIV04,45,MINI CELEBRITY FONDANT
BIFA,BIFA LIV04,16,CELEBRITY BROWNIE
BIFA,BIFA LIV04,162,MAX CREME
BIFA,BIFA LIV04,72,CULINA PATE A GLACER PROFESSIONNEL
BIFA,BIFA LIV04,260,WAFERS GM VANILLE
BIFA,BIFA LIV04,480,BRINO BANANE
BIFA,BIFA LIV04,96,CELEBRITY BEST TIME
BIFA,BIFA LIV04,600,DOLCE WAFER COCOA
BIFA,BIFA LIV04,32,SUCETTE KRISTOP FRUITE
BIFA,BIFA LIV04,1440,DAILY JOY 12.5CL
BIFA,BIFA LIV04,120,BESTO CACAO
BIFA,BIFA LIV04,240,BESTO BLANCO X4
BIFA,BIFA LIV04,28,BRAVA CHOCOLAT CACAHUETE
BIFA,BIFA LIV04,1152,TORTO
BIFA,BIFA LIV04,216,BRINO NOIR VANILLE
BIFA,BIFA LIV04,8,MINI TALENT NOISETTES ET RAISINS SECS 70G
BIFA,BIFA LIV04,720,CELEBRITY FONDANT
BIFA,BIFA LIV04,810,DUNAROLL ROUGE
BIFA,BIFA LIV04,240,MARSHMALLOW NOIX DE COCO X4
BIFA,BIFA LIV04,16,BALBON REGLISE
BIFA,BIFA LIV04,90,BENITO CM6
BIFA,BIFA LIV04,72,BONITO PEANUTS
BIFA,BIFA LIV04,720,BESTO NOIR PM
BIFA,BIFA LIV04,30,CELEBRITY MINI BAR
BIFA,BIFA LIV04,192,BESTO NOIRCO 7 PCS
BIFA,BIFA LIV04,312,CHAMIA  90G
BIFA,BIFA LIV04,18,CHAMIA 25G
BIFA,BIFA LIV04,200,WAFERS GM CC
BIFA,BIFA LIV04,8,DOLCE TABLETTE CHOCOLAT
BIFA,BIFA LIV04,192,FAMELIO
BIFA,BIFA LIV04,160,BISCUIT SPECULOOS
BIFA,BIFA LIV04,144,RIGOLO
BIFA,BIFA LIV05,360,DAILY JOY CHOCOLATE 125 ML
BIFA,BIFA LIV05,540,AVANTAGE
BIFA,BIFA LIV05,900,WAFER CHOCO
BIFA,BIFA LIV05,144,BONITO CHOCOLAT
BIFA,BIFA LIV05,450,DAILY ORG PECHE ABR 20CL
BIFA,BIFA LIV05,960,"DAILY JOY FRAISE 12,5CL"
BIFA,BIFA LIV05,20,ROYAL HALVA CHOCOLAT CHAMIA AMANDES
BIFA,BIFA LIV05,8,MINI TALENT CACAHOUETE
BIFA,BIFA LIV05,24,BALBON FRUITE
BIFA,BIFA LIV05,150,DAILY COCKTAIL 20CL
BIFA,BIFA LIV05,960,"DAILY JOY F BOIS 12,5CL"
BIFA,BIFA LIV05,12,BISCUIT RS DUO
BIFA,BIFA LIV05,24,CELEBRITY TWIN
BIFA,BIFA LIV05,108,BREAK ROLL
BIFA,BIFA LIV05,12,STORY CHOCOLAT KUNAFA PISTACHE
BIFA,BIFA LIV05,72,BIG FAMILY CC 8
BIFA,BIFA LIV05,6,BRAVA MINI CHOCOLAT CACAHUETE
BIFA,BIFA LIV05,2400,BRINO JUNIOR
BIFA,BIFA LIV05,450,DAILY ORG 20CL
BIFA,BIFA LIV05,45,MINI CELEBRITY FONDANT
BIFA,BIFA LIV05,16,CELEBRITY BROWNIE
BIFA,BIFA LIV05,180,MAX CREME
BIFA,BIFA LIV05,24,CULINA PATE A GLACER PROFESSIONNEL
BIFA,BIFA LIV05,200,WAFERS GM VANILLE
BIFA,BIFA LIV05,720,BRINO BANANE
BIFA,BIFA LIV05,16,STORY BARRE KUNAFA PISTACHE
BIFA,BIFA LIV05,630,DOLCE WAFER COCOA
BIFA,BIFA LIV05,8,KRISPINO MAX
BIFA,BIFA LIV05,1680,DAILY JOY 12.5CL
BIFA,BIFA LIV05,192,BESBOUSSA
BIFA,BIFA LIV05,160,BESTO CACAO
BIFA,BIFA LIV05,8,TALENT AUX CACAHOUETES
BIFA,BIFA LIV05,108,MAX CREME NOIR
BIFA,BIFA LIV05,360,BESTO BLANCO X4
BIFA,BIFA LIV05,12,BRAVA CHOCOLAT CACAHUETE
BIFA,BIFA LIV05,480,TORTO
BIFA,BIFA LIV05,240,BRINO NOIR VANILLE
BIFA,BIFA LIV05,8,MINI TALENT NOISETTES ET RAISINS SECS 70G
BIFA,BIFA LIV05,720,CELEBRITY FONDANT
BIFA,BIFA LIV05,1950,DUNAROLL ROUGE
BIFA,BIFA LIV05,240,MARSHMALLOW NOIX DE COCO X4
BIFA,BIFA LIV05,8,KRISPINO WAFER
BIFA,BIFA LIV05,16,ROND GAUF AU CACAHUETE
BIFA,BIFA LIV05,234,BENITO CM6
BIFA,BIFA LIV05,48,BONITO PEANUTS
BIFA,BIFA LIV05,960,BESTO NOIR PM
BIFA,BIFA LIV05,8,CELEBRITY BAR CAKE
BIFA,BIFA LIV05,18,CELEBRITY MINI BAR
BIFA,BIFA LIV05,312,BESTO NOIRCO 7 PCS
BIFA,BIFA LIV05,336,CHAMIA  90G
BIFA,BIFA LIV05,90,CHAMIA 25G
BIFA,BIFA LIV05,200,WAFERS GM CC
BIFA,BIFA LIV05,16,DOLCE TABLETTE CHOCOLAT
BIFA,BIFA LIV05,108,FAMELIO
BIFA,BIFA LIV05,180,RIGOLO
BIFA,BIFA PLIV02,240,DAILY JOY CHOCOLATE 125 ML
BIFA,BIFA PLIV02,450,AVANTAGE
BIFA,BIFA PLIV02,1665,WAFER CHOCO
BIFA,BIFA PLIV02,168,BONITO CHOCOLAT
BIFA,BIFA PLIV02,30,DAILY ORG PECHE ABR 20CL
BIFA,BIFA PLIV02,132,BRAVA BISCUIT SANDWICH
BIFA,BIFA PLIV02,960,"DAILY JOY FRAISE 12,5CL"
BIFA,BIFA PLIV02,195,DOLCE WAFER COCOA PLUS
BIFA,BIFA PLIV02,14,ROYAL HALVA CHOCOLAT CHAMIA AMANDES
BIFA,BIFA PLIV02,5,MINI TALENT CACAHOUETE
BIFA,BIFA PLIV02,2,BALBON FRUITE
BIFA,BIFA PLIV02,1110,DAILY COCKTAIL 20CL
BIFA,BIFA PLIV02,1200,"DAILY JOY F BOIS 12,5CL"
BIFA,BIFA PLIV02,9,BISCUIT RS DUO
BIFA,BIFA PLIV02,48,CELEBRITY TWIN
BIFA,BIFA PLIV02,108,BREAK ROLL
BIFA,BIFA PLIV02,25,STORY CHOCOLAT KUNAFA PISTACHE
BIFA,BIFA PLIV02,10,DUNAROLL MAXI CREME BLANCHE
BIFA,BIFA PLIV02,64,BIG FAMILY CC 8
BIFA,BIFA PLIV02,35,BRAVA MINI CHOCOLAT CACAHUETE
BIFA,BIFA PLIV02,6336,BRINO JUNIOR
BIFA,BIFA PLIV02,150,DAILY ORG 20CL
BIFA,BIFA PLIV02,10,CHAMIA 720 G
BIFA,BIFA PLIV02,135,MINI CELEBRITY FONDANT
BIFA,BIFA PLIV02,39,CELEBRITY BROWNIE
BIFA,BIFA PLIV02,234,MAX CREME
BIFA,BIFA PLIV02,12,PATE A TARTINER AUX NOISETTES 750g
BIFA,BIFA PLIV02,168,CULINA PATE A GLACER PROFESSIONNEL
BIFA,BIFA PLIV02,460,WAFERS GM VANILLE
BIFA,BIFA PLIV02,1032,BRINO BANANE
BIFA,BIFA PLIV02,48,CELEBRITY BEST TIME
BIFA,BIFA PLIV02,16,STORY BARRE KUNAFA PISTACHE
BIFA,BIFA PLIV02,1200,DOLCE WAFER COCOA
BIFA,BIFA PLIV02,3,SUCETTE KRISTOP FRUITE
BIFA,BIFA PLIV02,3,KRISPINO MAX
BIFA,BIFA PLIV02,3936,DAILY JOY 12.5CL
BIFA,BIFA PLIV02,80,BESTO CACAO
BIFA,BIFA PLIV02,3,TALENT AUX CACAHOUETES
BIFA,BIFA PLIV02,342,MAX CREME NOIR
BIFA,BIFA PLIV02,168,BESTO BLANCO X4
BIFA,BIFA PLIV02,22,BRAVA CHOCOLAT CACAHUETE
BIFA,BIFA PLIV02,768,TORTO
BIFA,BIFA PLIV02,144,BRINO NOIR VANILLE
BIFA,BIFA PLIV02,1,MINI TALENT NOISETTES ET RAISINS SECS 70G
BIFA,BIFA PLIV02,1128,CELEBRITY FONDANT
BIFA,BIFA PLIV02,810,DUNAROLL ROUGE
BIFA,BIFA PLIV02,144,MARSHMALLOW NOIX DE COCO X4
BIFA,BIFA PLIV02,41,BALBON REGLISE
BIFA,BIFA PLIV02,1,MONTANA
BIFA,BIFA PLIV02,2,ROND GAUF AU CACAHUETE
BIFA,BIFA PLIV02,396,BENITO CM6
BIFA,BIFA PLIV02,192,BONITO PEANUTS
BIFA,BIFA PLIV02,1344,BESTO NOIR PM
BIFA,BIFA PLIV02,4,CELEBRITY BAR CAKE
BIFA,BIFA PLIV02,42,CELEBRITY MINI BAR
BIFA,BIFA PLIV02,240,BESTO NOIRCO 7 PCS
BIFA,BIFA PLIV02,144,CHAMIA  90G
BIFA,BIFA PLIV02,44,CHAMIA 25G
BIFA,BIFA PLIV02,700,WAFERS GM CC
BIFA,BIFA PLIV02,21,DOLCE TABLETTE CHOCOLAT
BIFA,BIFA PLIV02,264,FAMELIO
BIFA,BIFA PLIV02,60,BISCUIT SPECULOOS
BIFA,BIFA PLIV02,126,RIGOLO
BIFA,BIFA PSLIV01,1040,DUNAROLL MAXI CREME CACAO
BIFA,BIFA PSLIV01,200,CELEBRITY TWIN
BIFA,BIFA PSLIV01,5760,BRINO JUNIOR
BIFA,BIFA PSLIV01,2400,CELEBRITY FONDANT
BIFA,BIFA PSLIV01,8100,DUNAROLL ROUGE
DELISKY,DELISKY LIV01,18,CHOCOTY SACHET
DELISKY,DELISKY LIV01,15,GAUFRETTE PINOU
DELISKY,DELISKY LIV01,20,SAGA GAUFRETTE
DELISKY,DELISKY LIV01,32,CHOCOMORE SWISSLY FRAISE
DELISKY,DELISKY LIV01,32,CHOCOMORE SWISSLY CHOCOLAT
DELISKY,DELISKY LIV01,96,CHAMIA KHAIMA 80G(Matty Nova)
DELISKY,DELISKY LIV01,24,CHAMIA KHAIMA 250G PISTACHE
DELISKY,DELISKY LIV01,3,CHAMIA KHAIMA 4KG CHOCO PISTACHE AMANDE
DELISKY,DELISKY LIV01,30,FLIPI SANDWICH 2Pcs  x 48
DELISKY,DELISKY LIV01,15,CHAMIA KHAIMA 3KG CHOCO AMANDE PISTACHE
DELISKY,DELISKY LIV01,12,FLIPI SIGARO 20Pcs
DELISKY,DELISKY LIV01,10,CHAMIA KHAIMA 500G AMANDE PISTACHE CHOCO
DELISKY,DELISKY LIV01,57,IDOL FINGER 3
DELISKY,DELISKY LIV01,6,CHOCOLAT BAR MONTIMIX
DELISKY,DELISKY LIV01,2,CHOCOMORE ORANGE 24P
DELISKY,DELISKY LIV01,13,CHOCOMORE VANILLE 24P
DELISKY,DELISKY LIV01,10,IDOL COCO GALETTE 
DELISKY,DELISKY LIV01,15,CHOCOMORE CARAMEL 24P
DELISKY,DELISKY LIV01,24,SANDWICH CHERCHEL
DELISKY,DELISKY LIV01,23,IDOL FINGER 6 
DELISKY,DELISKY LIV01,10,DELISTARE 03PCS 48P
DELISKY,DELISKY LIV01,72,COMPOTE POMME FRAISE BANANE SANS SUCRE
DELISKY,DELISKY LIV01,24,FLIPI CHOCO BISC
DELISKY,DELISKY LIV01,54,COMPOTE POMME ABRICOT
DELISKY,DELISKY LIV01,4,ORYA  AKDA 03KG
DELISKY,DELISKY LIV01,8,BONBON JELLIFIA 150 PCS
DELISKY,DELISKY LIV01,2,FLIPI FROZA BISC
DELISKY,DELISKY LIV01,6,FLIPI 04PCS * 24P
DELISKY,DELISKY LIV02,6,CHOCOTY SACHET
DELISKY,DELISKY LIV02,30,GAUFRETTE PINOU
DELISKY,DELISKY LIV02,34,SAGA GAUFRETTE
DELISKY,DELISKY LIV02,48,CHOCOMORE SWISSLY FRAISE
DELISKY,DELISKY LIV02,64,CHOCOMORE SWISSLY CHOCOLAT
DELISKY,DELISKY LIV02,216,CHAMIA KHAIMA 80G(Matty Nova)
DELISKY,DELISKY LIV02,60,CHOCOLAT CHOCOTY 
DELISKY,DELISKY LIV02,3,CHAMIA KHAIMA 4KG CHOCO PISTACHE AMANDE
DELISKY,DELISKY LIV02,26,FLIPI SANDWICH 2Pcs  x 48
DELISKY,DELISKY LIV02,23,MANDALA 4PCS SAV NOISETTE
DELISKY,DELISKY LIV02,11,FLIPI SIGARO 20Pcs
DELISKY,DELISKY LIV02,43,IDOL FINGER 3
DELISKY,DELISKY LIV02,3,CHOCOMORE VANILLE 24P
DELISKY,DELISKY LIV02,5,CHOCOMORE CARAMEL 24P
DELISKY,DELISKY LIV02,27,SANDWICH CHERCHEL
DELISKY,DELISKY LIV02,28,IDOL FINGER 6 
DELISKY,DELISKY LIV02,30,DELISTARE 03PCS 48P
DELISKY,DELISKY LIV02,18,COMPOTE POMME ABRICOT
DELISKY,DELISKY LIV02,18,COMPOTE POMME FRAISE BANANE
DELISKY,DELISKY LIV02,18,FLIPI 04PCS * 24P
NITA,NITA LIV01,5,NITA GRAND BISCUIT CHOCOLAT
NITA,NITA LIV01,2,CREME DE RIZ 120GR
NITA,NITA LIV01,5,NITA DOPPIO VANILLA STRAWBERRY
NITA,NITA LIV01,2,CREME CHANTILLY 05KG ABIAPRO SAC Bnina Bezaf
NITA,NITA LIV01,32,BUBBLE GUM F-R BOITE N202B
NITA,NITA LIV01,8,CAPRICE  CHOCO BOITE N302
NITA,NITA LIV01,2,CREME CHANTILLY ABIAPRO HAYLA + 2KG
NITA,NITA LIV01,6,BOUILLON EN CUBE NAWAL 10GR PROMOTION
NITA,NITA LIV01,30,BUBBLE GUM ASSORTIS MÉLANGE PM 
NITA,NITA LIV01,8,CAPRICE CAFE 305 B
NITA,NITA LIV01,2,CREME DIPLOMATE NAWAL 50G
NITA,NITA LIV01,40,CHEWING GUM STICK MENTHE 5×20 N210
NITA,NITA LIV01,2,CREME CHANTILLY NAWAL 5KG SAC
NITA,NITA LIV01,48,CAPRICE CARAMEL 500G  CACAO 502
NITA,NITA LIV01,8,CAPRICE STICK CHOCO N307
NITA,NITA LIV01,8,CAPRICE MENTHE BOITE  N304
NITA,NITA LIV01,40,NITA MINI BROWNIE CHOCOLAT 
NITA,NITA LIV01,2,CREME CHANTILLY 02KG ABIAPRO BOITE
NITA,NITA LIV01,5,NITA GRAND BISCUIT VANILLE FRAISE
NITA,NITA LIV01,12,CAPRICE TOFFEE SAC N101
NITA,NITA LIV01,144,CAPRICE LIQUIDE CHOCO BOITE 300G 352
NITA,NITA LIV01,4,NITA PIPINO PISTACHIO
NITA,NITA LIV01,12,CAPRICE CAFÉ SAC N105
NITA,NITA LIV01,2,CREME TIRAMISU 1.5KG
NITA,NITA LIV01,5,CHOOPITOS X8
NITA,NITA LIV01,6,NITA RIVA
NITA,NITA LIV01,6,CARAMEL CAPRICE BOITE A 60
NITA,NITA LIV01,5,LEVURE CHIMIQUE NAWAL 10GR
NITA,NITA LIV01,8,FLAN NAWAL 100GR PROMOTION
NITA,NITA LIV01,6,NITA MOLTO GM
NITA,NITA LIV01,8,PÂTE À MÂCHER STICK FRUITÉS BOITE 401B
NITA,NITA LIV01,4,FLAN NAWAL 50G BOITE
NITA,NITA LIV01,2,CREME DESSERT CHOCO 50GR
NITA,NITA LIV01,10,NITA MOLTO
NITA,NITA LIV01,2,NITA MARSHMALLOW
NITA,NITA LIV01,2,CREME PATISSIERE 50GR CHOCO FRAISE
NITA,NITA LIV01,5,NITA DOPPIO VANILLA CHOCOLATE
NITA,NITA LIV01,20,NITA BROWNIE
NITA,NITA LIV01,32,BUBBLE GUM CAPRICE P 205B
NITA,NITA LIV01,12,CAPRICE MENTHE 104
NITA,NITA LIV01,30,CAPRICE STICK CHOCO SAC PM N311
NITA,NITA LIV01,4,CACAO 04KG
NITA,NITA LIV01,20,NITA SO OVALO
NITA,NITA LIV01,2,AROME VANILLE ABIAPRO 04KG
NITA,NITA LIV01,20,NITA THE BALL
NITA,NITA LIV01,5,NITA GRAND BISCUIT VANILLE CHOCOLAT
NITA,NITA LIV01,2,FLAN NAWAL LIGHT 10GR 
NITA,NITA LIV01,2,MOUSSE CHOCO 1.5KG
NITA,NITA LIV01,4,CHOOPITOS BAR
NITA,NITA LIV01,30,PÂTE À MÂCHER FRUITÉS PM N403
NITA,NITA LIV01,2,CREME CHANTILLY 02KG PRESTY
NITA,NITA LIV01,2,CREME CHANTILLY 200GR SACHET
NITA,NITA LIV01,12,BUBBLE GUM MULTI FRUITS SAC N201
NITA,NITA LIV01,2,CREME CHANTILLY 50GR
NITA,NITA LIV01,24,CAPRICE  CHOCO SAC N102
NITA,NITA LIV01,12,PÂTE À MÂCHER FRUITÉS SAC GM 400S
NITA,NITA LIV01,72,CAPRICE LIQUIDE TOFFEE BOITE 500GR 321
NITA,NITA LIV01,5,NITA GRANO
NITA,NITA LIV01,6,NITA PERFECTO
NITA,NITA LIV01,24,CAPRICE RÉGLISSE SAC N103
NITA,NITA LIV01,5,NITA SO WAFER CHOCOLAT
NITA,NITA LIV01,8,NITA SPECULOOS
NITA,NITA LIV01,40,CHEWING GUM STICK PASTÈQUE 5×20 N212
NITA,NITA LIV01,2,MOUSSE CHOCO 50GR
NITA,NITA LIV01,8,CAPRICE STICK TOFFEE BOITE N306
NITA,NITA LIV01,72,CAPRICE LIQUIDE CHOCO BOITE 500G 322
NITA,NITA LIV01,5,NITA SELECTION KUNAFA PISTACHE
NITA,NITA LIV01,5,NITA SO WAFER NOISETTE
NITA,NITA LIV01,16,NITA MUFFINS COCOA CHOCOLAT
NITA,NITA LIV01,30,PÂTE À MÂCHER STICK FRUITÉS PM N404
NITA,NITA LIV01,12,BUBBLE GUM FRUITS ROUGES SAC N202
NITA,NITA LIV02,6,CREME CHANTILLY 05KG ABIAPRO SAC Bnina Bezaf
NITA,NITA LIV02,24,BUBBLE GUM F-R BOITE N202B
NITA,NITA LIV02,3,CREME CHANTILLY ABIAPRO HAYLA + 2KG
NITA,NITA LIV02,3,CREME DIPLOMATE NAWAL 50G
NITA,NITA LIV02,22,CREME CHANTILLY NAWAL 5KG SAC
NITA,NITA LIV02,36,CAPRICE CARAMEL 500G  CACAO 502
NITA,NITA LIV02,8,CAPRICE STICK CHOCO N307
NITA,NITA LIV02,160,NITA MINI BROWNIE CHOCOLAT 
NITA,NITA LIV02,3,CREME CHANTILLY 02KG ABIAPRO BOITE
NITA,NITA LIV02,12,CAPRICE TOFFEE SAC N101
NITA,NITA LIV02,240,CAPRICE LIQUIDE CHOCO BOITE 300G 352
NITA,NITA LIV02,3,NITA RIVA
NITA,NITA LIV02,10,NITA MOLTO GM
NITA,NITA LIV02,17,NITA MOLTO
NITA,NITA LIV02,35,NITA BROWNIE
NITA,NITA LIV02,32,BUBBLE GUM CAPRICE P 205B
NITA,NITA LIV02,24,BUBBLE GUM MENTHE BOITE N204B
NITA,NITA LIV02,70,NITA SO OVALO
NITA,NITA LIV02,55,NITA THE BALL
NITA,NITA LIV02,3,CREME CHANTILLY 02KG PRESTY
NITA,NITA LIV02,12,BUBBLE GUM MULTI FRUITS SAC N201
NITA,NITA LIV02,36,CAPRICE  CHOCO SAC N102
NITA,NITA LIV02,12,PÂTE À MÂCHER FRUITÉS SAC GM 400S
NITA,NITA LIV02,60,CAPRICE LIQUIDE TOFFEE BOITE 500GR 321
NITA,NITA LIV02,6,NITA PERFECTO
NITA,NITA LIV02,5,NITA SO WAFER CHOCOLAT
NITA,NITA LIV02,8,CAPRICE STICK TOFFEE BOITE N306
NITA,NITA LIV02,60,CAPRICE LIQUIDE CHOCO BOITE 500G 322
